3,28,3.4,4.2,4
3,30,3.4,4.2,6
3,29,3.4,4.2,9
3,15,3.4,4.2,4
3,6,3.4,4.2,9
3,11,3.4,4.2,2
3,3,3.4,4.2,2
3,13,3.4,4.2,4
3,27,3.4,4.2,7
3,21,3.4,4.2,3
3,17,3.4,4.2,4
3,24,3.4,4.2,8
3,10,3.4,4.2,12
3,8,3.4,4.2,12
3,2,3.4,4.2,9
3,26,3.4,4.2,5
3,9,3.4,4.2,4
3,5,3.4,4.2,4
3,22,3.4,4.2,2
3,20,3.4,4.2,9
3,23,3.4,4.2,2
3,1,3.4,4.2,5
3,4,3.4,4.2,3
3,19,3.4,4.2,9
3,16,3.4,4.2,2
3,12,3.4,4.2,2
3,7,3.4,4.2,7
3,14,3.4,4.2,3
3,18,3.4,4.2,10
3,25,3.4,4.2,2
3,28,1.1,1.2,45
3,30,1.1,1.2,100
3,29,1.1,1.2,168
3,15,1.1,1.2,110
3,6,1.1,1.2,48
3,11,1.1,1.2,71
3,3,1.1,1.2,148
3,13,1.1,1.2,168
3,27,1.1,1.2,160
3,21,1.1,1.2,144
3,17,1.1,1.2,36
3,24,1.1,1.2,116
3,10,1.1,1.2,54
3,8,1.1,1.2,54
3,2,1.1,1.2,156
3,26,1.1,1.2,134
3,9,1.1,1.2,86
3,5,1.1,1.2,134
3,22,1.1,1.2,124
3,20,1.1,1.2,106
3,23,1.1,1.2,112
3,1,1.1,1.2,133
3,4,1.1,1.2,73
3,19,1.1,1.2,160
3,16,1.1,1.2,53
3,12,1.1,1.2,51
3,7,1.1,1.2,161
3,14,1.1,1.2,78
3,18,1.1,1.2,48
3,25,1.1,1.2,157
3,28,4,4.9,4
3,30,4,4.9,2
3,29,4,4.9,5
3,15,4,4.9,4
3,6,4,4.9,6
3,11,4,4.9,13
3,3,4,4.9,6
3,13,4,4.9,8
3,27,4,4.9,22
3,21,4,4.9,4
3,17,4,4.9,12
3,24,4,4.9,11
3,10,4,4.9,0
3,8,4,4.9,2
3,2,4,4.9,1
3,26,4,4.9,8
3,9,4,4.9,6
3,5,4,4.9,4
3,22,4,4.9,4
3,20,4,4.9,7
3,23,4,4.9,6
3,1,4,4.9,6
3,4,4,4.9,11
3,19,4,4.9,3
3,16,4,4.9,9
3,12,4,4.9,11
3,7,4,4.9,10
3,14,4,4.9,12
3,18,4,4.9,8
3,25,4,4.9,1
3,28,2,2.3,11
3,30,2,2.3,12
3,29,2,2.3,10
3,15,2,2.3,6
3,6,2,2.3,13
3,11,2,2.3,4
3,3,2,2.3,21
3,13,2,2.3,46
3,27,2,2.3,16
3,21,2,2.3,6
3,17,2,2.3,17
3,24,2,2.3,2
3,10,2,2.3,23
3,8,2,2.3,6
3,2,2,2.3,16
3,26,2,2.3,6
3,9,2,2.3,6
3,5,2,2.3,7
3,22,2,2.3,9
3,20,2,2.3,9
3,23,2,2.3,26
3,1,2,2.3,10
3,4,2,2.3,24
3,19,2,2.3,17
3,16,2,2.3,3
3,12,2,2.3,8
3,7,2,2.3,19
3,14,2,2.3,9
3,18,2,2.3,42
3,25,2,2.3,6
3,28,3.6,2.2,2
3,30,3.6,2.2,1
3,29,3.6,2.2,0
3,15,3.6,2.2,0
3,6,3.6,2.2,0
3,11,3.6,2.2,2
3,3,3.6,2.2,0
3,13,3.6,2.2,2
3,27,3.6,2.2,0
3,21,3.6,2.2,0
3,17,3.6,2.2,2
3,24,3.6,2.2,1
3,10,3.6,2.2,2
3,8,3.6,2.2,0
3,2,3.6,2.2,0
3,26,3.6,2.2,1
3,9,3.6,2.2,2
3,5,3.6,2.2,0
3,22,3.6,2.2,2
3,20,3.6,2.2,0
3,23,3.6,2.2,0
3,1,3.6,2.2,0
3,4,3.6,2.2,0
3,19,3.6,2.2,0
3,16,3.6,2.2,0
3,12,3.6,2.2,0
3,7,3.6,2.2,0
3,14,3.6,2.2,0
3,18,3.6,2.2,0
3,25,3.6,2.2,1
3,28,1.5,3.7,145
3,30,1.5,3.7,174
3,29,1.5,3.7,164
3,15,1.5,3.7,164
3,6,1.5,3.7,156
3,11,1.5,3.7,157
3,3,1.5,3.7,167
3,13,1.5,3.7,159
3,27,1.5,3.7,172
3,21,1.5,3.7,159
3,17,1.5,3.7,143
3,24,1.5,3.7,162
3,10,1.5,3.7,139
3,8,1.5,3.7,139
3,2,1.5,3.7,175
3,26,1.5,3.7,151
3,9,1.5,3.7,141
3,5,1.5,3.7,129
3,22,1.5,3.7,115
3,20,1.5,3.7,163
3,23,1.5,3.7,148
3,1,1.5,3.7,162
3,4,1.5,3.7,150
3,19,1.5,3.7,176
3,16,1.5,3.7,158
3,12,1.5,3.7,167
3,7,1.5,3.7,131
3,14,1.5,3.7,143
3,18,1.5,3.7,152
3,25,1.5,3.7,147
3,28,1.8,2.8,14
3,30,1.8,2.8,21
3,29,1.8,2.8,65
3,15,1.8,2.8,59
3,6,1.8,2.8,57
3,11,1.8,2.8,45
3,3,1.8,2.8,33
3,13,1.8,2.8,24
3,27,1.8,2.8,21
3,21,1.8,2.8,39
3,17,1.8,2.8,62
3,24,1.8,2.8,65
3,10,1.8,2.8,41
3,8,1.8,2.8,24
3,2,1.8,2.8,31
3,26,1.8,2.8,17
3,9,1.8,2.8,44
3,5,1.8,2.8,96
3,22,1.8,2.8,97
3,20,1.8,2.8,36
3,23,1.8,2.8,36
3,1,1.8,2.8,50
3,4,1.8,2.8,44
3,19,1.8,2.8,42
3,16,1.8,2.8,56
3,12,1.8,2.8,55
3,7,1.8,2.8,66
3,14,1.8,2.8,29
3,18,1.8,2.8,67
3,25,1.8,2.8,18
3,28,4,4.4,5
3,30,4,4.4,2
3,29,4,4.4,2
3,15,4,4.4,2
3,6,4,4.4,6
3,11,4,4.4,4
3,3,4,4.4,2
3,13,4,4.4,3
3,27,4,4.4,0
3,21,4,4.4,1
3,17,4,4.4,6
3,24,4,4.4,7
3,10,4,4.4,2
3,8,4,4.4,2
3,2,4,4.4,4
3,26,4,4.4,1
3,9,4,4.4,4
3,5,4,4.4,6
3,22,4,4.4,4
3,20,4,4.4,4
3,23,4,4.4,6
3,1,4,4.4,0
3,4,4,4.4,3
3,19,4,4.4,2
3,16,4,4.4,4
3,12,4,4.4,2
3,7,4,4.4,2
3,14,4,4.4,2
3,18,4,4.4,2
3,25,4,4.4,5
3,28,1.6,1.8,21
3,30,1.6,1.8,8
3,29,1.6,1.8,18
3,15,1.6,1.8,7
3,6,1.6,1.8,24
3,11,1.6,1.8,11
3,3,1.6,1.8,2
3,13,1.6,1.8,72
3,27,1.6,1.8,5
3,21,1.6,1.8,15
3,17,1.6,1.8,50
3,24,1.6,1.8,16
3,10,1.6,1.8,8
3,8,1.6,1.8,22
3,2,1.6,1.8,37
3,26,1.6,1.8,28
3,9,1.6,1.8,30
3,5,1.6,1.8,20
3,22,1.6,1.8,11
3,20,1.6,1.8,17
3,23,1.6,1.8,17
3,1,1.6,1.8,28
3,4,1.6,1.8,20
3,19,1.6,1.8,50
3,16,1.6,1.8,36
3,12,1.6,1.8,24
3,7,1.6,1.8,30
3,14,1.6,1.8,10
3,18,1.6,1.8,4
3,25,1.6,1.8,14
3,28,2.7,4.5,18
3,30,2.7,4.5,42
3,29,2.7,4.5,34
3,15,2.7,4.5,12
3,6,2.7,4.5,42
3,11,2.7,4.5,22
3,3,2.7,4.5,52
3,13,2.7,4.5,31
3,27,2.7,4.5,24
3,21,2.7,4.5,26
3,17,2.7,4.5,34
3,24,2.7,4.5,21
3,10,2.7,4.5,25
3,8,2.7,4.5,12
3,2,2.7,4.5,27
3,26,2.7,4.5,23
3,9,2.7,4.5,28
3,5,2.7,4.5,63
3,22,2.7,4.5,21
3,20,2.7,4.5,25
3,23,2.7,4.5,30
3,1,2.7,4.5,20
3,4,2.7,4.5,62
3,19,2.7,4.5,30
3,16,2.7,4.5,17
3,12,2.7,4.5,20
3,7,2.7,4.5,13
3,14,2.7,4.5,43
3,18,2.7,4.5,15
3,25,2.7,4.5,14
3,28,3.9,3.9,2
3,30,3.9,3.9,0
3,29,3.9,3.9,2
3,15,3.9,3.9,4
3,6,3.9,3.9,5
3,11,3.9,3.9,2
3,3,3.9,3.9,2
3,13,3.9,3.9,3
3,27,3.9,3.9,2
3,21,3.9,3.9,2
3,17,3.9,3.9,0
3,24,3.9,3.9,0
3,10,3.9,3.9,0
3,8,3.9,3.9,1
3,2,3.9,3.9,1
3,26,3.9,3.9,3
3,9,3.9,3.9,2
3,5,3.9,3.9,5
3,22,3.9,3.9,1
3,20,3.9,3.9,2
3,23,3.9,3.9,1
3,1,3.9,3.9,0
3,4,3.9,3.9,3
3,19,3.9,3.9,4
3,16,3.9,3.9,2
3,12,3.9,3.9,10
3,7,3.9,3.9,3
3,14,3.9,3.9,2
3,18,3.9,3.9,4
3,25,3.9,3.9,6
3,28,2.5,2.3,0
3,30,2.5,2.3,13
3,29,2.5,2.3,7
3,15,2.5,2.3,0
3,6,2.5,2.3,4
3,11,2.5,2.3,2
3,3,2.5,2.3,2
3,13,2.5,2.3,10
3,27,2.5,2.3,2
3,21,2.5,2.3,0
3,17,2.5,2.3,8
3,24,2.5,2.3,3
3,10,2.5,2.3,5
3,8,2.5,2.3,2
3,2,2.5,2.3,4
3,26,2.5,2.3,8
3,9,2.5,2.3,6
3,5,2.5,2.3,4
3,22,2.5,2.3,4
3,20,2.5,2.3,0
3,23,2.5,2.3,1
3,1,2.5,2.3,3
3,4,2.5,2.3,10
3,19,2.5,2.3,2
3,16,2.5,2.3,0
3,12,2.5,2.3,3
3,7,2.5,2.3,0
3,14,2.5,2.3,2
3,18,2.5,2.3,2
3,25,2.5,2.3,0
3,28,2.2,3.8,32
3,30,2.2,3.8,73
3,29,2.2,3.8,52
3,15,2.2,3.8,60
3,6,2.2,3.8,30
3,11,2.2,3.8,48
3,3,2.2,3.8,55
3,13,2.2,3.8,46
3,27,2.2,3.8,26
3,21,2.2,3.8,16
3,17,2.2,3.8,23
3,24,2.2,3.8,52
3,10,2.2,3.8,38
3,8,2.2,3.8,42
3,2,2.2,3.8,30
3,26,2.2,3.8,38
3,9,2.2,3.8,92
3,5,2.2,3.8,27
3,22,2.2,3.8,30
3,20,2.2,3.8,30
3,23,2.2,3.8,20
3,1,2.2,3.8,42
3,4,2.2,3.8,33
3,19,2.2,3.8,40
3,16,2.2,3.8,36
3,12,2.2,3.8,74
3,7,2.2,3.8,27
3,14,2.2,3.8,35
3,18,2.2,3.8,35
3,25,2.2,3.8,26
3,28,3.9,4.9,4
3,30,3.9,4.9,2
3,29,3.9,4.9,6
3,15,3.9,4.9,11
3,6,3.9,4.9,4
3,11,3.9,4.9,3
3,3,3.9,4.9,6
3,13,3.9,4.9,4
3,27,3.9,4.9,10
3,21,3.9,4.9,12
3,17,3.9,4.9,3
3,24,3.9,4.9,3
3,10,3.9,4.9,8
3,8,3.9,4.9,2
3,2,3.9,4.9,4
3,26,3.9,4.9,7
3,9,3.9,4.9,12
3,5,3.9,4.9,2
3,22,3.9,4.9,15
3,20,3.9,4.9,6
3,23,3.9,4.9,0
3,1,3.9,4.9,8
3,4,3.9,4.9,3
3,19,3.9,4.9,6
3,16,3.9,4.9,2
3,12,3.9,4.9,5
3,7,3.9,4.9,12
3,14,3.9,4.9,4
3,18,3.9,4.9,4
3,25,3.9,4.9,9
3,28,1,1.9,174
3,30,1,1.9,164
3,29,1,1.9,166
3,15,1,1.9,132
3,6,1,1.9,143
3,11,1,1.9,170
3,3,1,1.9,139
3,13,1,1.9,163
3,27,1,1.9,169
3,21,1,1.9,153
3,17,1,1.9,144
3,24,1,1.9,172
3,10,1,1.9,159
3,8,1,1.9,148
3,2,1,1.9,164
3,26,1,1.9,159
3,9,1,1.9,151
3,5,1,1.9,155
3,22,1,1.9,164
3,20,1,1.9,172
3,23,1,1.9,160
3,1,1,1.9,156
3,4,1,1.9,164
3,19,1,1.9,169
3,16,1,1.9,150
3,12,1,1.9,160
3,7,1,1.9,150
3,14,1,1.9,147
3,18,1,1.9,172
3,25,1,1.9,161
3,28,3.7,1.6,0
3,30,3.7,1.6,2
3,29,3.7,1.6,0
3,15,3.7,1.6,0
3,6,3.7,1.6,0
3,11,3.7,1.6,0
3,3,3.7,1.6,0
3,13,3.7,1.6,0
3,27,3.7,1.6,0
3,21,3.7,1.6,0
3,17,3.7,1.6,0
3,24,3.7,1.6,0
3,10,3.7,1.6,0
3,8,3.7,1.6,0
3,2,3.7,1.6,0
3,26,3.7,1.6,0
3,9,3.7,1.6,2
3,5,3.7,1.6,0
3,22,3.7,1.6,0
3,20,3.7,1.6,0
3,23,3.7,1.6,0
3,1,3.7,1.6,0
3,4,3.7,1.6,0
3,19,3.7,1.6,2
3,16,3.7,1.6,0
