174,1,180.313500379,1
174,2,0.568186187252,1
175,1,181.282150341,1
175,2,0.460230811674,1
176,1,182.153935307,1
176,2,0.372786957456,1
177,1,182.938541776,1
177,2,0.30195743554,1
178,1,183.644687599,1
178,2,0.244585522787,1
179,1,184.280218839,1
179,2,0.198114273457,1
180,1,184.852196955,1
180,2,0.0,1
181,1,185.366977259,1
181,2,0.0,1
182,1,185.830279533,1
182,2,0.0,1
183,1,186.24725158,1
183,2,0.0,1
184,1,186.622526422,1
184,2,0.0,1
185,1,186.96027378,1
185,2,0.0,1
186,1,187.264246402,1
186,2,0.0,1
187,1,187.537821762,1
187,2,0.0,1
