1,1,12.96,1
1,2,33.4,1
2,1,10.4976,1
2,2,49.06,1
3,1,28.44784,1
3,2,39.7386,1
4,1,44.603056,1
4,2,32.188266,1
5,1,59.1427504,1
5,2,26.07249546,1
6,1,47.905627824,1
6,2,42.465245914,1
7,1,38.8035585374,1
7,2,57.2187213226,1
8,1,31.4308824153,1
8,2,70.4968491903,1
9,1,25.4590147564,1
9,2,82.4471642713,1
10,1,20.6218019527,1
10,2,93.2024478442,1
11,1,16.7036595817,1
11,2,102.88220306,1
12,1,34.0332936235,1
12,2,83.3345844784,1
13,1,27.566967835,1
13,2,94.0011260306,1
14,1,43.8102710515,1
14,2,76.1409120848,1
15,1,35.4863195517,1
15,2,87.5268208763,1
16,1,28.7439188369,1
16,2,97.7741387887,1
17,1,23.2825742579,1
17,2,106.99672491,1
18,1,18.8588851489,1
18,2,115.297052419,1
19,1,15.2756969706,1
19,2,122.767347177,1
20,1,12.3733145462,1
20,2,129.490612459,1
21,1,10.0223847824,1
21,2,135.541551213,1
22,1,8.11813167376,1
22,2,140.987396092,1
23,1,6.57568665574,1
23,2,145.888656483,1
24,1,24.9181179902,1
24,2,118.169811751,1
25,1,20.183675572,1
25,2,125.352830576,1
26,1,37.1653080148,1
26,2,101.535792767,1
27,1,30.103899492,1
27,2,110.38221349,1
28,1,46.0935095428,1
28,2,89.4095929268,1
29,1,60.4841585885,1
29,2,72.4217702707,1
30,1,48.9921684567,1
30,2,84.1795932436,1
31,1,39.6836564499,1
31,2,94.7616339193,1
32,1,32.1437617244,1
32,2,104.285470527,1
33,1,26.0364469968,1
33,2,112.856923475,1
34,1,21.0895220674,1
34,2,120.571231127,1
35,1,17.0825128746,1
35,2,127.514108014,1
36,1,13.8368354284,1
36,2,133.762697213,1
37,1,11.207836697,1
37,2,139.386427492,1
38,1,29.0870530273,1
38,2,112.903006268,1
39,1,23.5605129521,1
39,2,120.612705641,1
40,1,19.0840154912,1
40,2,127.551435077,1
41,1,15.4580525479,1
41,2,133.79629157,1
42,1,12.5210225638,1
42,2,139.416662413,1
43,1,10.1420282767,1
43,2,144.474996171,1
44,1,8.21504290411,1
44,2,149.027496554,1
45,1,6.65418475233,1
45,2,153.124746899,1
46,1,5.38988964938,1
46,2,156.812272209,1
47,1,23.8509006844,1
47,2,127.017940489,1
48,1,19.3192295544,1
48,2,133.31614644,1
49,1,15.6485759391,1
49,2,138.984531796,1
50,1,33.0837183452,1
50,2,112.577470755,1
51,1,48.7753465106,1
51,2,91.1877513115,1
52,1,39.5080306736,1
52,2,101.06897618,1
53,1,32.0015048456,1
53,2,109.962078562,1
54,1,25.921218925,1
54,2,117.965870706,1
55,1,20.9961873292,1
55,2,125.169283635,1
56,1,17.0069117367,1
56,2,131.652355272,1
57,1,13.7755985067,1
57,2,137.487119745,1
58,1,31.398038656,1
58,2,111.364566993,1
59,1,47.2582347904,1
59,2,90.2052992645,1
60,1,38.2791701802,1
60,2,100.184769338,1
61,1,31.006127846,1
61,2,109.166292404,1
62,1,25.1149635553,1
62,2,117.249663164,1
63,1,41.6034671997,1
63,2,94.9722271627,1
64,1,33.6988084318,1
64,2,104.475004446,1
65,1,27.2960348297,1
65,2,113.027504002,1
66,1,22.1097882121,1
66,2,120.724753602,1
67,1,17.9089284518,1
67,2,127.652278241,1
68,1,35.1180356066,1
68,2,103.398345376,1
69,1,28.4456088414,1
69,2,112.058510838,1
70,1,44.6010479572,1
70,2,90.7673937788,1
71,1,36.1268488454,1
71,2,100.690654401,1
72,1,51.5141639608,1
72,2,81.5594300647,1
73,1,41.7264728083,1
73,2,92.4034870583,1
74,1,33.7984429747,1
74,2,102.163138352,1
75,1,27.3767388095,1
75,2,110.946824517,1
76,1,22.1751584357,1
76,2,118.852142065,1
77,1,38.9576425921,1
77,2,96.270235073,1
78,1,31.5556904996,1
78,2,105.643211566,1
79,1,25.5601093047,1
79,2,114.078890409,1
80,1,20.7036885368,1
80,2,121.671001368,1
81,1,37.6333196831,1
81,2,98.5535111083,1
82,1,30.4829889433,1
82,2,107.698159997,1
83,1,46.434690049,1
83,2,87.2355095979,1
84,1,37.6120989397,1
84,2,97.5119586381,1
85,1,52.8508890457,1
85,2,78.9846864969,1
86,1,42.809220127,1
86,2,90.0862178472,1
87,1,34.6754683029,1
87,2,100.077596062,1
88,1,50.2079214726,1
88,2,81.0628528106,1
89,1,40.6684163928,1
89,2,91.9565675296,1
90,1,32.9414172782,1
90,2,101.760910777,1
91,1,48.6472755504,1
91,2,82.426337729,1
92,1,62.7825479953,1
92,2,66.7653335605,1
93,1,75.5042931958,1
93,2,54.079920184,1
94,1,86.9538638762,1
94,2,43.8047353491,1
95,1,97.2584774886,1
95,2,35.4818356327,1
96,1,78.7793667658,1
96,2,50.9336520695,1
97,1,89.9014300892,1
97,2,41.2562581763,1
98,1,99.9112870803,1
98,2,33.4175691228,1
99,1,108.920158372,1
99,2,27.0682309894,1
100,1,117.028142535,1
100,2,21.9252671015,1
101,1,124.325328282,1
101,2,17.7594663522,1
102,1,130.892795453,1
102,2,14.3851677453,1
103,1,136.803515908,1
103,2,11.6519858737,1
104,1,142.123164317,1
104,2,9.43810855767,1
105,1,115.119763097,1
105,2,27.4942977019,1
106,1,122.607786787,1
106,2,22.2703811385,1
107,1,129.347008109,1
107,2,18.0390087222,1
108,1,135.412307298,1
108,2,14.611597065,1
109,1,140.871076568,1
109,2,11.8353936226,1
110,1,145.783968911,1
110,2,9.58666883434,1
111,1,150.20557202,1
111,2,7.76520175582,1
112,1,154.185014818,1
112,2,6.28981342221,1
113,1,157.766513336,1
113,2,5.09474887199,1
114,1,160.989862003,1
114,2,4.12674658631,1
115,1,130.401788222,1
115,2,22.7140719277,1
116,1,136.3616094,1
116,2,18.3983982614,1
117,1,110.452903614,1
117,2,35.5585584353,1
118,1,89.4668519273,1
118,2,51.0027025918,1
119,1,99.5201667345,1
119,2,41.3121890993,1
120,1,108.568150061,1
120,2,33.4628731704,1
121,1,116.711335055,1
121,2,27.1049272681,1
122,1,124.040201549,1
122,2,21.9549910871,1
123,1,130.636181395,1
123,2,17.7835427806,1
124,1,136.572563255,1
124,2,14.4046696523,1
125,1,141.91530693,1
125,2,11.6677824183,1
126,1,146.723776237,1
126,2,9.45090375885,1
127,1,151.051398613,1
127,2,7.65523204467,1
128,1,154.946258752,1
128,2,6.20073795618,1
129,1,158.451632876,1
129,2,5.02259774451,1
130,1,128.34582263,1
130,2,23.5203379701,1
131,1,103.96011633,1
131,2,40.1683041731,1
132,1,112.564104697,1
132,2,32.5363263802,1
133,1,91.1769248048,1
133,2,48.2826937422,1
134,1,101.059232324,1
134,2,39.1089819311,1
135,1,109.953309092,1
135,2,31.6782753642,1
136,1,89.0621803644,1
136,2,47.5104478278,1
137,1,72.1403660952,1
137,2,61.759403045,1
138,1,83.9263294857,1
138,2,50.0251164665,1
139,1,94.5336965371,1
139,2,40.5203443378,1
140,1,104.080326883,1
140,2,32.8214789137,1
141,1,112.672294195,1
141,2,26.5853979201,1
142,1,120.405064776,1
142,2,21.5341723152,1
143,1,127.364558298,1
143,2,17.4426795753,1
144,1,133.628102468,1
144,2,14.128570456,1
145,1,139.265292221,1
145,2,11.4441420694,1
146,1,144.338762999,1
146,2,9.2697550762,1
147,1,148.904886699,1
147,2,7.50850161172,1
148,1,153.014398029,1
148,2,6.0818863055,1
149,1,123.941662404,1
149,2,24.4736976749,1
150,1,130.547496163,1
150,2,19.8236951167,1
151,1,136.492746547,1
151,2,16.0571930445,1
152,1,141.843471892,1
152,2,13.0063263661,1
153,1,146.659124703,1
153,2,10.5351243565,1
154,1,150.993212233,1
154,2,8.53345072878,1
155,1,154.89389101,1
155,2,6.91209509031,1
156,1,125.464051718,1
156,2,25.2208855813,1
157,1,131.917646546,1
157,2,20.4289173208,1
158,1,137.725881891,1
158,2,16.5474230299,1
159,1,142.953293702,1
159,2,13.4034126542,1
160,1,147.657964332,1
160,2,10.8567642499,1
161,1,151.892167899,1
161,2,8.79397904242,1
162,1,155.702951109,1
162,2,7.12312302436,1
163,1,159.132655998,1
163,2,5.76972964973,1
164,1,162.219390398,1
164,2,4.67348101628,1
165,1,164.997451358,1
165,2,3.78551962319,1
166,1,167.497706223,1
166,2,3.06627089478,1
167,1,169.7479356,1
167,2,2.48367942477,1
168,1,171.77314204,1
168,2,2.01178033407,1
169,1,173.595827836,1
169,2,1.62954207059,1
170,1,175.236245053,1
170,2,1.31992907718,1
171,1,176.712620547,1
171,2,1.06914255252,1
172,1,178.041358493,1
172,2,0.866005467539,1
173,1,179.237222643,1
173,2,0.701464428707,1
